common_name,species,unit_name,park,es,season,climate_trend
Barrow's Goldeneye,BAGO,Katmai National Park and Preserve,KATM,26,Winter,S
Barrow's Goldeneye,BAGO,Katmai National Park and Preserve,KATM,85,Winter,S
Black-billed Magpie,BBMA,Katmai National Park and Preserve,KATM,26,Winter,W
Black-billed Magpie,BBMA,Katmai National Park and Preserve,KATM,85,Winter,W
Black-backed Woodpecker,BBWO,Katmai National Park and Preserve,KATM,26,Winter,W
Black-backed Woodpecker,BBWO,Katmai National Park and Preserve,KATM,85,Winter,W
Black-capped Chickadee,BCCH,Katmai National Park and Preserve,KATM,26,Winter,W
Black-capped Chickadee,BCCH,Katmai National Park and Preserve,KATM,85,Winter,W
Belted Kingfisher,BEKI,Katmai National Park and Preserve,KATM,26,Winter,I
Belted Kingfisher,BEKI,Katmai National Park and Preserve,KATM,85,Winter,I
Black Guillemot,BLGU,Katmai National Park and Preserve,KATM,26,Winter,C
Black Guillemot,BLGU,Katmai National Park and Preserve,KATM,85,Winter,C
Black Oystercatcher,BLOY,Katmai National Park and Preserve,KATM,26,Winter,I
Black Oystercatcher,BLOY,Katmai National Park and Preserve,KATM,85,Winter,I
Black Scoter,BLSC,Katmai National Park and Preserve,KATM,26,Winter,I
Black Scoter,BLSC,Katmai National Park and Preserve,KATM,85,Winter,I
Black Turnstone,BLTU,Katmai National Park and Preserve,KATM,26,Winter,I
Black Turnstone,BLTU,Katmai National Park and Preserve,KATM,85,Winter,I
Boreal Chickadee,BOCH,Katmai National Park and Preserve,KATM,26,Winter,W
Boreal Chickadee,BOCH,Katmai National Park and Preserve,KATM,85,Winter,W
Bohemian Waxwing,BOWA,Katmai National Park and Preserve,KATM,26,Winter,S
Bohemian Waxwing,BOWA,Katmai National Park and Preserve,KATM,85,Winter,S
Brandt's Cormorant,BRAC,Katmai National Park and Preserve,KATM,85,Winter,C
Brant,BRAN,Katmai National Park and Preserve,KATM,85,Winter,I
Brewer's Blackbird,BRBL,Katmai National Park and Preserve,KATM,85,Winter,C
Bufflehead,BUFF,Katmai National Park and Preserve,KATM,26,Winter,I
Bufflehead,BUFF,Katmai National Park and Preserve,KATM,85,Winter,I
Common Eider,COEI,Katmai National Park and Preserve,KATM,26,Winter,I
Common Eider,COEI,Katmai National Park and Preserve,KATM,85,Winter,I
Common Goldeneye,COGO,Katmai National Park and Preserve,KATM,26,Winter,I
Common Goldeneye,COGO,Katmai National Park and Preserve,KATM,85,Winter,I
Common Loon,COLO,Katmai National Park and Preserve,KATM,26,Winter,I
Common Loon,COLO,Katmai National Park and Preserve,KATM,85,Winter,I
Common Merganser,COME,Katmai National Park and Preserve,KATM,26,Winter,I
Common Merganser,COME,Katmai National Park and Preserve,KATM,85,Winter,S
Common Murre,COMU,Katmai National Park and Preserve,KATM,26,Winter,I
Common Murre,COMU,Katmai National Park and Preserve,KATM,85,Winter,I
Common Raven,CORA,Katmai National Park and Preserve,KATM,26,Winter,W
Common Raven,CORA,Katmai National Park and Preserve,KATM,85,Winter,W
Common Redpoll,CORE,Katmai National Park and Preserve,KATM,26,Winter,S
Common Redpoll,CORE,Katmai National Park and Preserve,KATM,85,Winter,W
Dark-eyed Junco,DEJU,Katmai National Park and Preserve,KATM,85,Winter,I
Dunlin,DUNL,Katmai National Park and Preserve,KATM,85,Winter,I
Eurasian Wigeon,EUWI,Katmai National Park and Preserve,KATM,26,Winter,I
Eurasian Wigeon,EUWI,Katmai National Park and Preserve,KATM,85,Winter,I
Evening Grosbeak,EVGR,Katmai National Park and Preserve,KATM,26,Winter,C
Evening Grosbeak,EVGR,Katmai National Park and Preserve,KATM,85,Winter,C
Fox Sparrow,FOSP,Katmai National Park and Preserve,KATM,85,Winter,I
Great Black-backed Gull,GBBG,Katmai National Park and Preserve,KATM,85,Winter,C
Golden-crowned Kinglet,GCKI,Katmai National Park and Preserve,KATM,26,Winter,I
Golden-crowned Kinglet,GCKI,Katmai National Park and Preserve,KATM,85,Winter,I
Gray-crowned Rosy-Finch,GCRF,Katmai National Park and Preserve,KATM,26,Winter,S
Gray-crowned Rosy-Finch,GCRF,Katmai National Park and Preserve,KATM,85,Winter,W
Golden-crowned Sparrow,GCSP,Katmai National Park and Preserve,KATM,26,Winter,I
Golden-crowned Sparrow,GCSP,Katmai National Park and Preserve,KATM,85,Winter,I
Great Gray Owl,GGOW,Katmai National Park and Preserve,KATM,26,Winter,I
Great Gray Owl,GGOW,Katmai National Park and Preserve,KATM,85,Winter,I
Gray Jay,GRAJ,Katmai National Park and Preserve,KATM,26,Winter,W
Gray Jay,GRAJ,Katmai National Park and Preserve,KATM,85,Winter,W
Great Cormorant,GRCO,Katmai National Park and Preserve,KATM,26,Winter,C
Great Cormorant,GRCO,Katmai National Park and Preserve,KATM,85,Winter,C
Greater Scaup,GRSC,Katmai National Park and Preserve,KATM,26,Winter,I
Greater Scaup,GRSC,Katmai National Park and Preserve,KATM,85,Winter,I
Glaucous-winged Gull,GWGU,Katmai National Park and Preserve,KATM,26,Winter,S
Glaucous-winged Gull,GWGU,Katmai National Park and Preserve,KATM,85,Winter,S
Green-winged Teal,GWTE,Katmai National Park and Preserve,KATM,85,Winter,I
Harlequin Duck,HADU,Katmai National Park and Preserve,KATM,26,Winter,I
Harlequin Duck,HADU,Katmai National Park and Preserve,KATM,85,Winter,I
Herring Gull,HERG,Katmai National Park and Preserve,KATM,26,Winter,I
Herring Gull,HERG,Katmai National Park and Preserve,KATM,85,Winter,I
Horned Grebe,HOGR,Katmai National Park and Preserve,KATM,26,Winter,I
Horned Grebe,HOGR,Katmai National Park and Preserve,KATM,85,Winter,I
Long-tailed Duck,LTDU,Katmai National Park and Preserve,KATM,26,Winter,I
Long-tailed Duck,LTDU,Katmai National Park and Preserve,KATM,85,Winter,I
Marbled Murrelet,MAMU,Katmai National Park and Preserve,KATM,26,Winter,I
Marbled Murrelet,MAMU,Katmai National Park and Preserve,KATM,85,Winter,S
Mew Gull,MEGU,Katmai National Park and Preserve,KATM,26,Winter,S
Mew Gull,MEGU,Katmai National Park and Preserve,KATM,85,Winter,S
Northern Hawk Owl,NHOW,Katmai National Park and Preserve,KATM,26,Winter,W
Northern Hawk Owl,NHOW,Katmai National Park and Preserve,KATM,85,Winter,W
Northwestern Crow,NOCR,Katmai National Park and Preserve,KATM,26,Winter,I
Northwestern Crow,NOCR,Katmai National Park and Preserve,KATM,85,Winter,S
Northern Fulmar,NOFU,Katmai National Park and Preserve,KATM,85,Winter,I
Northern Goshawk,NOGO,Katmai National Park and Preserve,KATM,26,Winter,W
Northern Goshawk,NOGO,Katmai National Park and Preserve,KATM,85,Winter,W
Northern Pygmy-Owl,NOPO,Katmai National Park and Preserve,KATM,26,Winter,C
Northern Pygmy-Owl,NOPO,Katmai National Park and Preserve,KATM,85,Winter,C
Northern Shrike,NSHR,Katmai National Park and Preserve,KATM,26,Winter,I
Northern Shrike,NSHR,Katmai National Park and Preserve,KATM,85,Winter,I
Pacific Loon,PALO,Katmai National Park and Preserve,KATM,26,Winter,I
Pacific Loon,PALO,Katmai National Park and Preserve,KATM,85,Winter,S
Pelagic Cormorant,PECO,Katmai National Park and Preserve,KATM,26,Winter,I
Pelagic Cormorant,PECO,Katmai National Park and Preserve,KATM,85,Winter,I
Pine Grosbeak,PIGR,Katmai National Park and Preserve,KATM,26,Winter,W
Pine Grosbeak,PIGR,Katmai National Park and Preserve,KATM,85,Winter,W
Pigeon Guillemot,PIGU,Katmai National Park and Preserve,KATM,26,Winter,I
Pigeon Guillemot,PIGU,Katmai National Park and Preserve,KATM,85,Winter,I
Pine Siskin,PISI,Katmai National Park and Preserve,KATM,26,Winter,I
Pine Siskin,PISI,Katmai National Park and Preserve,KATM,85,Winter,S
Pomarine Jaeger,POJA,Katmai National Park and Preserve,KATM,26,Winter,C
Pomarine Jaeger,POJA,Katmai National Park and Preserve,KATM,85,Winter,C
Red-breasted Merganser,RBME,Katmai National Park and Preserve,KATM,26,Winter,I
Red-breasted Merganser,RBME,Katmai National Park and Preserve,KATM,85,Winter,I
Red-breasted Nuthatch,RBNU,Katmai National Park and Preserve,KATM,26,Winter,I
Red-breasted Nuthatch,RBNU,Katmai National Park and Preserve,KATM,85,Winter,S
Red-breasted Sapsucker,RBSA,Katmai National Park and Preserve,KATM,85,Winter,C
Red-necked Grebe,RNGR,Katmai National Park and Preserve,KATM,26,Winter,I
Red-necked Grebe,RNGR,Katmai National Park and Preserve,KATM,85,Winter,I
Rock Ptarmigan,ROPT,Katmai National Park and Preserve,KATM,26,Winter,S
Rock Ptarmigan,ROPT,Katmai National Park and Preserve,KATM,85,Winter,S
Rock Sandpiper,ROSA,Katmai National Park and Preserve,KATM,26,Winter,I
Rock Sandpiper,ROSA,Katmai National Park and Preserve,KATM,85,Winter,S
Red-throated Loon,RTLO,Katmai National Park and Preserve,KATM,26,Winter,I
Red-throated Loon,RTLO,Katmai National Park and Preserve,KATM,85,Winter,I
Ruffed Grouse,RUGR,Katmai National Park and Preserve,KATM,26,Winter,C
Ruffed Grouse,RUGR,Katmai National Park and Preserve,KATM,85,Winter,C
Sanderling,SAND,Katmai National Park and Preserve,KATM,26,Winter,C
Sanderling,SAND,Katmai National Park and Preserve,KATM,85,Winter,C
Snow Bunting,SNBU,Katmai National Park and Preserve,KATM,26,Winter,I
Snow Bunting,SNBU,Katmai National Park and Preserve,KATM,85,Winter,I
Snowy Owl,SNOW,Katmai National Park and Preserve,KATM,26,Winter,S
Snowy Owl,SNOW,Katmai National Park and Preserve,KATM,85,Winter,I
Spruce Grouse,SPGR,Katmai National Park and Preserve,KATM,26,Winter,W
Spruce Grouse,SPGR,Katmai National Park and Preserve,KATM,85,Winter,W
Surfbird,SURF,Katmai National Park and Preserve,KATM,26,Winter,I
Surfbird,SURF,Katmai National Park and Preserve,KATM,85,Winter,I
Surf Scoter,SUSC,Katmai National Park and Preserve,KATM,26,Winter,I
Surf Scoter,SUSC,Katmai National Park and Preserve,KATM,85,Winter,I
Thayer's Gull,THGU,Katmai National Park and Preserve,KATM,26,Winter,C
Thayer's Gull,THGU,Katmai National Park and Preserve,KATM,85,Winter,C
Varied Thrush,VATH,Katmai National Park and Preserve,KATM,26,Winter,I
Varied Thrush,VATH,Katmai National Park and Preserve,KATM,85,Winter,I
Western Screech-Owl,WESO,Katmai National Park and Preserve,KATM,85,Winter,C
Willow Ptarmigan,WIPT,Katmai National Park and Preserve,KATM,26,Winter,W
Willow Ptarmigan,WIPT,Katmai National Park and Preserve,KATM,85,Winter,W
Wilson's Snipe,WISN,Katmai National Park and Preserve,KATM,26,Winter,I
Wilson's Snipe,WISN,Katmai National Park and Preserve,KATM,85,Winter,I
White-winged Crossbill,WWCR,Katmai National Park and Preserve,KATM,26,Winter,S
White-winged Crossbill,WWCR,Katmai National Park and Preserve,KATM,85,Winter,S
White-winged Scoter,WWSC,Katmai National Park and Preserve,KATM,26,Winter,I
White-winged Scoter,WWSC,Katmai National Park and Preserve,KATM,85,Winter,I
American Dipper,AMDI,Kenai Fjords National Park,KEFJ,26,Winter,W
American Dipper,AMDI,Kenai Fjords National Park,KEFJ,85,Winter,W
American Wigeon,AMWI,Kenai Fjords National Park,KEFJ,26,Winter,I
American Wigeon,AMWI,Kenai Fjords National Park,KEFJ,85,Winter,I
Ancient Murrelet,ANMU,Kenai Fjords National Park,KEFJ,26,Winter,I
Ancient Murrelet,ANMU,Kenai Fjords National Park,KEFJ,85,Winter,I
American Three-toed Woodpecker,ATTW,Kenai Fjords National Park,KEFJ,26,Winter,S
American Three-toed Woodpecker,ATTW,Kenai Fjords National Park,KEFJ,85,Winter,S
Bald Eagle,BAEA,Kenai Fjords National Park,KEFJ,26,Winter,I
Bald Eagle,BAEA,Kenai Fjords National Park,KEFJ,85,Winter,I
Barrow's Goldeneye,BAGO,Kenai Fjords National Park,KEFJ,26,Winter,I
Barrow's Goldeneye,BAGO,Kenai Fjords National Park,KEFJ,85,Winter,I
Black-billed Magpie,BBMA,Kenai Fjords National Park,KEFJ,26,Winter,W
Black-billed Magpie,BBMA,Kenai Fjords National Park,KEFJ,85,Winter,W
Black-bellied Plover,BBPL,Kenai Fjords National Park,KEFJ,85,Winter,I
Black-backed Woodpecker,BBWO,Kenai Fjords National Park,KEFJ,26,Winter,S
Black-backed Woodpecker,BBWO,Kenai Fjords National Park,KEFJ,85,Winter,S
Black-capped Chickadee,BCCH,Kenai Fjords National Park,KEFJ,26,Winter,W
Black-capped Chickadee,BCCH,Kenai Fjords National Park,KEFJ,85,Winter,W
Belted Kingfisher,BEKI,Kenai Fjords National Park,KEFJ,26,Winter,I
Belted Kingfisher,BEKI,Kenai Fjords National Park,KEFJ,85,Winter,I
Black Oystercatcher,BLOY,Kenai Fjords National Park,KEFJ,26,Winter,I
Black Oystercatcher,BLOY,Kenai Fjords National Park,KEFJ,85,Winter,I
Black Scoter,BLSC,Kenai Fjords National Park,KEFJ,26,Winter,I
Black Scoter,BLSC,Kenai Fjords National Park,KEFJ,85,Winter,I
Black Turnstone,BLTU,Kenai Fjords National Park,KEFJ,26,Winter,I
Black Turnstone,BLTU,Kenai Fjords National Park,KEFJ,85,Winter,I
Boreal Chickadee,BOCH,Kenai Fjords National Park,KEFJ,26,Winter,W
Boreal Chickadee,BOCH,Kenai Fjords National Park,KEFJ,85,Winter,W
Bohemian Waxwing,BOWA,Kenai Fjords National Park,KEFJ,26,Winter,W
Bohemian Waxwing,BOWA,Kenai Fjords National Park,KEFJ,85,Winter,W
Brandt's Cormorant,BRAC,Kenai Fjords National Park,KEFJ,26,Winter,I
Brandt's Cormorant,BRAC,Kenai Fjords National Park,KEFJ,85,Winter,I
Brant,BRAN,Kenai Fjords National Park,KEFJ,26,Winter,I
Brant,BRAN,Kenai Fjords National Park,KEFJ,85,Winter,I
Brewer's Blackbird,BRBL,Kenai Fjords National Park,KEFJ,85,Winter,C
Bufflehead,BUFF,Kenai Fjords National Park,KEFJ,26,Winter,I
Bufflehead,BUFF,Kenai Fjords National Park,KEFJ,85,Winter,I
Chestnut-backed Chickadee,CBCH,Kenai Fjords National Park,KEFJ,26,Winter,S
Chestnut-backed Chickadee,CBCH,Kenai Fjords National Park,KEFJ,85,Winter,S
Common Eider,COEI,Kenai Fjords National Park,KEFJ,26,Winter,I
Common Eider,COEI,Kenai Fjords National Park,KEFJ,85,Winter,I
Common Goldeneye,COGO,Kenai Fjords National Park,KEFJ,26,Winter,S
Common Goldeneye,COGO,Kenai Fjords National Park,KEFJ,85,Winter,I
Common Loon,COLO,Kenai Fjords National Park,KEFJ,26,Winter,I
Common Loon,COLO,Kenai Fjords National Park,KEFJ,85,Winter,I
Common Merganser,COME,Kenai Fjords National Park,KEFJ,26,Winter,S
Common Merganser,COME,Kenai Fjords National Park,KEFJ,85,Winter,S
Common Murre,COMU,Kenai Fjords National Park,KEFJ,26,Winter,I
Common Murre,COMU,Kenai Fjords National Park,KEFJ,85,Winter,I
Common Raven,CORA,Kenai Fjords National Park,KEFJ,26,Winter,W
Common Raven,CORA,Kenai Fjords National Park,KEFJ,85,Winter,S
Common Redpoll,CORE,Kenai Fjords National Park,KEFJ,26,Winter,W
Common Redpoll,CORE,Kenai Fjords National Park,KEFJ,85,Winter,W
Double-crested Cormorant,DCCO,Kenai Fjords National Park,KEFJ,26,Winter,I
Double-crested Cormorant,DCCO,Kenai Fjords National Park,KEFJ,85,Winter,I
Dark-eyed Junco,DEJU,Kenai Fjords National Park,KEFJ,26,Winter,I
Dark-eyed Junco,DEJU,Kenai Fjords National Park,KEFJ,85,Winter,I
Dunlin,DUNL,Kenai Fjords National Park,KEFJ,26,Winter,I
Dunlin,DUNL,Kenai Fjords National Park,KEFJ,85,Winter,I
Eurasian Wigeon,EUWI,Kenai Fjords National Park,KEFJ,26,Winter,I
Eurasian Wigeon,EUWI,Kenai Fjords National Park,KEFJ,85,Winter,I
Fox Sparrow,FOSP,Kenai Fjords National Park,KEFJ,26,Winter,I
Fox Sparrow,FOSP,Kenai Fjords National Park,KEFJ,85,Winter,I
Golden-crowned Kinglet,GCKI,Kenai Fjords National Park,KEFJ,26,Winter,I
Golden-crowned Kinglet,GCKI,Kenai Fjords National Park,KEFJ,85,Winter,I
Gray-crowned Rosy-Finch,GCRF,Kenai Fjords National Park,KEFJ,26,Winter,W
Gray-crowned Rosy-Finch,GCRF,Kenai Fjords National Park,KEFJ,85,Winter,W
Golden-crowned Sparrow,GCSP,Kenai Fjords National Park,KEFJ,26,Winter,I
Golden-crowned Sparrow,GCSP,Kenai Fjords National Park,KEFJ,85,Winter,I
Great Gray Owl,GGOW,Kenai Fjords National Park,KEFJ,26,Winter,I
Great Gray Owl,GGOW,Kenai Fjords National Park,KEFJ,85,Winter,I
Golden Eagle,GOEA,Kenai Fjords National Park,KEFJ,26,Winter,I
Gray Jay,GRAJ,Kenai Fjords National Park,KEFJ,26,Winter,W
Gray Jay,GRAJ,Kenai Fjords National Park,KEFJ,85,Winter,W
Greater Scaup,GRSC,Kenai Fjords National Park,KEFJ,26,Winter,I
Greater Scaup,GRSC,Kenai Fjords National Park,KEFJ,85,Winter,I
Glaucous-winged Gull,GWGU,Kenai Fjords National Park,KEFJ,26,Winter,S
Glaucous-winged Gull,GWGU,Kenai Fjords National Park,KEFJ,85,Winter,I
Green-winged Teal,GWTE,Kenai Fjords National Park,KEFJ,26,Winter,I
Green-winged Teal,GWTE,Kenai Fjords National Park,KEFJ,85,Winter,I
Harlequin Duck,HADU,Kenai Fjords National Park,KEFJ,26,Winter,I
Harlequin Duck,HADU,Kenai Fjords National Park,KEFJ,85,Winter,I
Heermann's Gull,HEEG,Kenai Fjords National Park,KEFJ,26,Winter,C
Heermann's Gull,HEEG,Kenai Fjords National Park,KEFJ,85,Winter,C
Herring Gull,HERG,Kenai Fjords National Park,KEFJ,26,Winter,S
Herring Gull,HERG,Kenai Fjords National Park,KEFJ,85,Winter,S
Horned Grebe,HOGR,Kenai Fjords National Park,KEFJ,26,Winter,I
Horned Grebe,HOGR,Kenai Fjords National Park,KEFJ,85,Winter,I
Long-tailed Duck,LTDU,Kenai Fjords National Park,KEFJ,26,Winter,S
Long-tailed Duck,LTDU,Kenai Fjords National Park,KEFJ,85,Winter,S
Mallard,MALL,Kenai Fjords National Park,KEFJ,85,Winter,I
Marbled Murrelet,MAMU,Kenai Fjords National Park,KEFJ,26,Winter,S
Marbled Murrelet,MAMU,Kenai Fjords National Park,KEFJ,85,Winter,S
Mew Gull,MEGU,Kenai Fjords National Park,KEFJ,26,Winter,S
Mew Gull,MEGU,Kenai Fjords National Park,KEFJ,85,Winter,S
Northern Hawk Owl,NHOW,Kenai Fjords National Park,KEFJ,26,Winter,W
Northern Hawk Owl,NHOW,Kenai Fjords National Park,KEFJ,85,Winter,W
Northwestern Crow,NOCR,Kenai Fjords National Park,KEFJ,26,Winter,I
Northwestern Crow,NOCR,Kenai Fjords National Park,KEFJ,85,Winter,I
Northern Gannet,NOGA,Kenai Fjords National Park,KEFJ,85,Winter,C
Northern Goshawk,NOGO,Kenai Fjords National Park,KEFJ,26,Winter,I
Northern Goshawk,NOGO,Kenai Fjords National Park,KEFJ,85,Winter,S
Northern Shrike,NSHR,Kenai Fjords National Park,KEFJ,26,Winter,I
Northern Shrike,NSHR,Kenai Fjords National Park,KEFJ,85,Winter,I
Pacific Loon,PALO,Kenai Fjords National Park,KEFJ,26,Winter,S
Pacific Loon,PALO,Kenai Fjords National Park,KEFJ,85,Winter,S
Pelagic Cormorant,PECO,Kenai Fjords National Park,KEFJ,26,Winter,I
Pelagic Cormorant,PECO,Kenai Fjords National Park,KEFJ,85,Winter,I
Pine Grosbeak,PIGR,Kenai Fjords National Park,KEFJ,26,Winter,W
Pine Grosbeak,PIGR,Kenai Fjords National Park,KEFJ,85,Winter,W
Pigeon Guillemot,PIGU,Kenai Fjords National Park,KEFJ,26,Winter,I
Pigeon Guillemot,PIGU,Kenai Fjords National Park,KEFJ,85,Winter,I
Pine Siskin,PISI,Kenai Fjords National Park,KEFJ,26,Winter,I
Pine Siskin,PISI,Kenai Fjords National Park,KEFJ,85,Winter,I
Red-breasted Merganser,RBME,Kenai Fjords National Park,KEFJ,26,Winter,S
Red-breasted Merganser,RBME,Kenai Fjords National Park,KEFJ,85,Winter,I
Red-breasted Nuthatch,RBNU,Kenai Fjords National Park,KEFJ,26,Winter,W
Red-breasted Nuthatch,RBNU,Kenai Fjords National Park,KEFJ,85,Winter,E
Red-breasted Sapsucker,RBSA,Kenai Fjords National Park,KEFJ,26,Winter,C
Red-breasted Sapsucker,RBSA,Kenai Fjords National Park,KEFJ,85,Winter,C
Rhinoceros Auklet,RHAU,Kenai Fjords National Park,KEFJ,85,Winter,C
Red-necked Grebe,RNGR,Kenai Fjords National Park,KEFJ,26,Winter,I
Red-necked Grebe,RNGR,Kenai Fjords National Park,KEFJ,85,Winter,I
Rock Ptarmigan,ROPT,Kenai Fjords National Park,KEFJ,26,Winter,I
Rock Ptarmigan,ROPT,Kenai Fjords National Park,KEFJ,85,Winter,I
Rock Sandpiper,ROSA,Kenai Fjords National Park,KEFJ,26,Winter,S
Rock Sandpiper,ROSA,Kenai Fjords National Park,KEFJ,85,Winter,S
Red-throated Loon,RTLO,Kenai Fjords National Park,KEFJ,26,Winter,I
Red-throated Loon,RTLO,Kenai Fjords National Park,KEFJ,85,Winter,I
Ruffed Grouse,RUGR,Kenai Fjords National Park,KEFJ,26,Winter,C
Ruffed Grouse,RUGR,Kenai Fjords National Park,KEFJ,85,Winter,C
Sanderling,SAND,Kenai Fjords National Park,KEFJ,26,Winter,I
Sanderling,SAND,Kenai Fjords National Park,KEFJ,85,Winter,I
Snow Bunting,SNBU,Kenai Fjords National Park,KEFJ,26,Winter,I
Snow Bunting,SNBU,Kenai Fjords National Park,KEFJ,85,Winter,S
Snowy Owl,SNOW,Kenai Fjords National Park,KEFJ,26,Winter,S
Snowy Owl,SNOW,Kenai Fjords National Park,KEFJ,85,Winter,I
Song Sparrow,SOSP,Kenai Fjords National Park,KEFJ,26,Winter,I
Song Sparrow,SOSP,Kenai Fjords National Park,KEFJ,85,Winter,I
Spruce Grouse,SPGR,Kenai Fjords National Park,KEFJ,26,Winter,W
Spruce Grouse,SPGR,Kenai Fjords National Park,KEFJ,85,Winter,W
Steller's Jay,STJA,Kenai Fjords National Park,KEFJ,26,Winter,W
Steller's Jay,STJA,Kenai Fjords National Park,KEFJ,85,Winter,W
Surfbird,SURF,Kenai Fjords National Park,KEFJ,26,Winter,I
Surfbird,SURF,Kenai Fjords National Park,KEFJ,85,Winter,I
Surf Scoter,SUSC,Kenai Fjords National Park,KEFJ,26,Winter,S
Surf Scoter,SUSC,Kenai Fjords National Park,KEFJ,85,Winter,I
Varied Thrush,VATH,Kenai Fjords National Park,KEFJ,26,Winter,I
Varied Thrush,VATH,Kenai Fjords National Park,KEFJ,85,Winter,I
Western Grebe,WEGR,Kenai Fjords National Park,KEFJ,85,Winter,C
Willow Ptarmigan,WIPT,Kenai Fjords National Park,KEFJ,26,Winter,W
Willow Ptarmigan,WIPT,Kenai Fjords National Park,KEFJ,85,Winter,W
Wilson's Snipe,WISN,Kenai Fjords National Park,KEFJ,26,Winter,I
Wilson's Snipe,WISN,Kenai Fjords National Park,KEFJ,85,Winter,I
White-winged Crossbill,WWCR,Kenai Fjords National Park,KEFJ,26,Winter,S
White-winged Crossbill,WWCR,Kenai Fjords National Park,KEFJ,85,Winter,W
White-winged Scoter,WWSC,Kenai Fjords National Park,KEFJ,26,Winter,I
White-winged Scoter,WWSC,Kenai Fjords National Park,KEFJ,85,Winter,I
American Dipper,AMDI,Kobuk Valley National Park,KOVA,26,Winter,I
American Dipper,AMDI,Kobuk Valley National Park,KOVA,85,Winter,I
American Three-toed Woodpecker,ATTW,Kobuk Valley National Park,KOVA,26,Winter,I
American Three-toed Woodpecker,ATTW,Kobuk Valley National Park,KOVA,85,Winter,I
Bald Eagle,BAEA,Kobuk Valley National Park,KOVA,85,Winter,I
Black-backed Woodpecker,BBWO,Kobuk Valley National Park,KOVA,26,Winter,I
Black-backed Woodpecker,BBWO,Kobuk Valley National Park,KOVA,85,Winter,I
Black-capped Chickadee,BCCH,Kobuk Valley National Park,KOVA,85,Winter,I
Black Oystercatcher,BLOY,Kobuk Valley National Park,KOVA,26,Winter,C
Boreal Chickadee,BOCH,Kobuk Valley National Park,KOVA,26,Winter,I
Boreal Chickadee,BOCH,Kobuk Valley National Park,KOVA,85,Winter,I
